Date/Time;Start State;Runtime;Solution Found;Solution Iterations;Solution Move Sequence;Total Moves
2025-04-16 00:47:50;"o;o;b;w;w;o;w;r;o;r;w;w;r;r;r;y;g;b;w;y;o;b;g;y;g;g;r;w;g;y;y;o;o;y;o;y;o;b;b;w;b;b;g;y;b;r;r;r;g;y;w;g;b;g";00:01:02;Yes;6205;Rb Fb Db Rb Db F D Fb D Bb D Rb B R Db F D Fb Lb D L B D Bb B Db Db Bb Rb Db Fb Db F R D F F Bb D B B B B D Fb Fb Db Db Bb Fb B Fb Db Db F B D Bb Db Bb Db Bb D B D B U Db Db Db Ub L D L D Lb Lb Db Lb D D Ub D U Lb D L Db L F Db Fb D L F Lb Fb Db F D L Fb L L D Lb;106
