Start Count;End Count;Improvement Count;Starting Positions;Move Sequence;Move Count;Value
7;8;1;E1-E2-E3-E4-K1-K3-K4;Lb Bb Db B L D B Lb Db L;10;0.10
4;5;1;E1-K1-K2-K4;R Db R;3;0.33
6;7;1;E1-E3-E4-K1-K2-K4;R B R Bb D Rb;6;0.17
4;5;1;E1-E3-E4-K3;Bb F Lb Fb B;5;0.20
5;6;1;E1-E3-E4-K1-K3;Bb Db B D Bb Db B;7;0.14
6;7;1;E1-E2-E3-E4-K1-K3;Lb R F F Rb L;6;0.17
4;5;1;E1-E2-E3-E4;Lb Db L F L Fb Lb D L;9;0.11
5;6;1;E1-E2-E3-E4-K1;B Fb R R Bb F;6;0.17
4;5;1;E3-E4-K2-K3;Lb D L;3;0.33
5;6;1;E1-E3-E4-K2-K3;F Bb Lb B Fb;5;0.20
7;8;1;E1-E2-E3-E4-K1-K2-K3;F Rb Db Fb Db F R;7;0.14
4;5;1;E1-E2-K1-K4;Db B Rb Bb;4;0.25
5;6;1;E1-E2-K1-K3-K4;Fb D F L D Lb;6;0.17
6;7;1;E1-E2-E4-K1-K3-K4;F Db Fb Rb Db R;6;0.17
7;8;1;E1-E2-E3-E4-K1-K3-K4;Rb L Bb Lb R;5;0.20
5;6;1;E1-E2-E3-E4-K3;L Db Bb Db B D B Lb D;9;0.11
6;7;1;E1-E2-E3-E4-K2-K3;Ub Bb Ub B U B U B Ub Bb;10;0.10
5;6;1;E1-E2-E4-K2-K3;Ub R U Fb;4;0.25
4;5;1;E2-E3-E4-K3;Bb Db B D B;5;0.20
6;7;1;E1-E2-E3-E4-K2-K3;Fb Lb Lb F L F L F Db Lb;10;0.10
6;7;1;E1-E2-K1-K2-K3-K4;Db F D Fb;4;0.25
7;8;1;E1-E2-E3-K1-K2-K3-K4;D Fb D F;4;0.25
4;6;2;E1-E2-E3-K1;R Fb Fb Rb;4;0.50
6;7;1;E1-E2-E3-E4-K1-K4;Lb B B B D B D L Bb;9;0.11
7;8;1;E1-E2-E3-E4-K1-K2-K4;Bb Rb Db R B B D R Db Bb;10;0.10
4;5;1;E3-E4-K3-K4;D Bb Bb;3;0.33
5;6;1;E1-E3-E4-K3-K4;L Bb Lb;3;0.33
6;7;1;E1-E2-E3-E4-K3-K4;Bb D B B L B Lb Bb Db Bb;10;0.10
6;7;1;E1-E2-E3-E4-K1-K3;D F Rb Db Fb Db F R;8;0.12
7;8;1;E1-E2-E3-E4-K1-K3-K4;B D Bb Db Rb Bb Rb Rb Rb D;10;0.10
5;6;1;E1-E2-E3-E4-K3;Fb Db F R Fb Rb Fb D F;9;0.11
6;7;1;E1-E2-E3-E4-K3-K4;D D L Db Lb B Db Bb L;9;0.11
4;5;1;E1-E2-E3-E4;Bb F L Fb B;5;0.20
4;5;1;E1-K2-K3-K4;Bb D Lb B;4;0.25
6;7;1;E1-E3-E4-K2-K3-K4;R Fb R F R R;6;0.17
4;5;1;E2-K2-K3-K4;L L D Lb;4;0.25
6;7;1;E2-E3-E4-K2-K3-K4;Lb D L;3;0.33
6;7;1;E1-E2-K1-K2-K3-K4;Rb Db R;3;0.33
7;8;1;E1-E2-E3-K1-K2-K3-K4;Fb Lb Fb Fb L F;6;0.17
4;5;1;E1-E2-E3-E4;Rb L B Lb R;5;0.20
5;6;1;E1-E2-E3-E4-K2;Fb Fb Bb Bb Ub Ub B B F F;10;0.10
6;7;1;E1-E2-E3-E4-K1-K2;L Rb L U Lb R U Rb Ub Lb;10;0.10
6;7;1;E1-E2-K1-K2-K3-K4;L D Lb;3;0.33
7;8;1;E1-E2-E4-K1-K2-K3-K4;D Rb Db R;4;0.25
4;5;1;E2-E3-E4-K1;Db B D Bb;4;0.25
5;6;1;E1-E2-E3-E4-K1;R Ub Fb Rb Ub F R U;8;0.12
5;6;1;E2-E3-E4-K2-K3;D F Lb Fb Lb Db L;7;0.14
7;8;1;E1-E2-E3-E4-K1-K2-K3;Lb R F Rb L;5;0.20
6;7;1;E1-E2-E3-E4-K3-K4;Bb Lb Bb D Lb Db Lb B L Bb;10;0.10
4;5;1;E1-E2-E3-E4;F D R D Rb Db Fb Rb;8;0.12
4;5;1;E1-E2-E3-E4;B Fb R R Bb F;6;0.17
5;6;1;E1-E2-E3-E4-K3;Lb R R Lb U Lb Rb Rb Lb;9;0.11
4;5;1;E1-E2-K3-K4;Db L Db Lb;4;0.25
5;6;1;E1-E2-E4-K3-K4;Rb Bb Db B Db R;6;0.17
4;5;1;E3-K1-K2-K3;Db R Db Rb;4;0.25
5;6;1;E2-E3-K1-K2-K3;D Lb Db L;4;0.25
6;7;1;E1-E2-E3-K1-K2-K3;Fb U L Ub;4;0.25
7;8;1;E1-E2-E3-K1-K2-K3-K4;Fb Lb Fb L Db F;6;0.17
4;5;1;E1-E3-E4-K4;Fb Ub B U F;5;0.20
5;6;1;E1-E3-E4-K3-K4;R F D Fb D Rb;6;0.17
5;6;1;E1-E4-K1-K3-K4;Bb Db Db B;4;0.25
4;5;1;E1-E2-K2-K4;Db Bb L B;4;0.25
4;5;1;E1-E2-E3-E4;Fb L D F D Fb Lb;7;0.14
5;6;1;E2-E3-E4-K3-K4;Rb Bb R;3;0.33
6;7;1;E2-E3-E4-K2-K3-K4;B D Bb;3;0.33
7;8;1;E1-E2-E3-E4-K2-K3-K4;Bb F Lb Lb B Fb;6;0.17
4;5;1;E1-E4-K2-K3;Db Lb F F L;5;0.20
5;6;1;E1-E4-K2-K3-K4;Rb D R F D Fb;6;0.17
4;5;1;E1-E2-E4-K4;F Lb F L Fb Fb;6;0.17
5;6;1;E1-E2-E3-K1-K4;L B Db Db Bb D Lb;7;0.14
7;8;1;E1-E2-E3-E4-K1-K3-K4;Rb Bb R D B D Bb;7;0.14
4;5;1;E1-E3-K1-K2;Rb D Fb Db R;5;0.20
5;6;1;E1-E3-E4-K1-K2;Db R Db Rb;4;0.25
4;5;1;E2-E3-E4-K1;B U Rb Ub;4;0.25
3;4;1;E1-E2-E4;Ub R Ub Ub Lb Ub;6;0.17
6;7;1;E2-E4-K1-K2-K3-K4;F D Fb;3;0.33
7;8;1;E2-E3-E4-K1-K2-K3-K4;Lb Fb D D F L;6;0.17
4;5;1;E3-E4-K1-K2;Lb R Db Rb L;5;0.20
5;6;1;E2-E3-E4-K1-K2;Lb Bb Lb B Db L;6;0.17
4;5;1;E1-E2-E3-E4;Db B Rb Bb Db Rb D R;8;0.12
7;8;1;E1-E2-E3-E4-K1-K3-K4;L Rb B B R Lb;6;0.17
5;6;1;E2-K1-K2-K3-K4;Lb Db Db L;4;0.25
7;8;1;E1-E2-E4-K1-K2-K3-K4;Rb Db R;3;0.33
4;6;2;E1-E2-E3-E4;B R Bb Rb U B U Bb Rb Ub;10;0.20
6;7;1;E1-E2-E3-E4-K3-K4;B L B Lb Ub Lb U;7;0.14
7;8;1;E1-E2-E3-E4-K1-K2-K3;Rb Db Fb Fb Rb F R F R F;10;0.10
4;5;1;E1-E2-E4-K3;Db F D Fb;4;0.25
4;5;1;E1-E2-E4-K3;F L D Lb D Fb;6;0.17
5;6;1;E1-E2-E3-E4-K3;Lb Ub Lb F L F U;7;0.14
5;6;1;E1-E2-E3-K1-K3;Db L D Lb;4;0.25
6;7;1;E1-E2-E3-E4-K1-K3;Rb L Bb R Lb;5;0.20
7;8;1;E1-E2-E3-E4-K1-K2-K4;Rb Rb F D Fb Db R F D Fb;10;0.10
1;2;1;E4;Db R R;3;0.33
4;5;1;E1-E2-E3-E4;L Fb Db Lb Db L F;7;0.14
4;5;1;E1-E3-E4-K2;R Ub R U Fb Rb;6;0.17
5;6;1;E1-E3-E4-K2-K3;Bb D B R D Rb;6;0.17
4;5;1;E1-E2-E3-E4;Fb B Rb F Bb;5;0.20
5;6;1;E1-E2-E3-E4-K3;L B Lb Db Bb Db B;7;0.14
5;6;1;E1-E2-E3-E4-K1;Fb Fb Fb R F Rb Ub Rb U;9;0.11
5;6;1;E3-E4-K1-K3-K4;D Bb Db B;4;0.25
4;5;1;E1-E2-E3-E4;Rb Lb Rb Lb Ub Ub Lb Lb Rb Rb;10;0.10
5;6;1;E1-E3-K1-K2-K3;R F Rb;3;0.33
6;7;1;E1-E3-E4-K1-K2-K3;Bb D B;3;0.33
6;7;1;E1-E2-E4-K1-K2-K3;Ub R Ub Bb U U;6;0.17
7;8;1;E1-E2-E4-K1-K2-K3-K4;F D Fb;3;0.33
7;8;1;E1-E2-E3-E4-K1-K2-K3;D L F Db Lb Fb Lb D F;9;0.11
5;6;1;E1-E2-E3-E4-K2;L Fb Lb Db L F D Lb;8;0.12
4;5;1;E1-E3-E4-K2;R Ub Bb U;4;0.25
6;7;1;E1-E2-E3-E4-K2-K3;Lb R Fb L Rb;5;0.20
7;8;1;E1-E2-E3-E4-K2-K3-K4;Bb F Lb Fb B;5;0.20
4;5;1;E1-E2-E3-K4;D Bb L L B;5;0.20
5;6;1;E1-E2-E3-K1-K4;L D Lb;3;0.33
6;7;1;E1-E2-E3-E4-K1-K4;Bb R D B D Bb Rb;7;0.14
4;5;1;E1-E2-E3-K4;Fb Lb F F L F;6;0.17
5;6;1;E1-E2-E3-E4-K4;Bb U L B U Lb Bb Ub;8;0.12
5;6;1;E1-E2-E3-E4-K1;Rb Db Fb Db F R D F;8;0.12
1;2;1;E4;Fb U F;3;0.33
5;6;1;E1-E2-E4-K3-K4;F D Fb;3;0.33
5;6;1;E1-E2-E3-E4-K2;Fb B Rb F Bb;5;0.20
6;7;1;E1-E2-E3-E4-K2-K3;Lb Lb U Bb Ub L L Bb L B;10;0.10
4;5;1;E2-E3-E4-K2;Lb Bb Lb B Db L;6;0.17
6;7;1;E1-E2-E3-E4-K2-K3;F D Fb Db Lb Fb L;7;0.14
4;5;1;E1-E2-E3-E4;Bb Rb U B U Bb Ub R;8;0.12
7;8;1;E1-E2-E3-E4-K2-K3-K4;Lb D L D D F L L Fb;9;0.11
4;5;1;E1-E3-E4-K2;F Bb L L B Fb;6;0.17
2;3;1;E1-E3;L Bb D Lb;4;0.25
5;6;1;E1-E2-E4-K3-K4;F Db Db Fb;4;0.25
7;8;1;E1-E2-E3-E4-K2-K3-K4;Lb D L Fb D F Lb;7;0.14
4;5;1;E4-K2-K3-K4;Bb F D D B Fb;6;0.17
5;6;1;E2-E4-K2-K3-K4;F F Lb Fb Fb;5;0.20
6;7;1;E2-E4-K1-K2-K3-K4;Lb Fb Db Db F L;6;0.17
7;8;1;E1-E2-E4-K1-K2-K3-K4;F D D Fb;4;0.25
7;8;1;E1-E2-E3-E4-K1-K2-K4;Rb Bb Rb B R B R B Rb Bb;10;0.10
4;5;1;E1-E2-E4-K2;Rb Fb Rb Rb F R;6;0.17
4;5;1;E1-K1-K3-K4;Lb U R Ub L;5;0.20
6;7;1;E1-E3-E4-K1-K3-K4;R Db Rb;3;0.33
5;6;1;E1-E2-E3-K1-K2;R U Lb Ub Rb;5;0.20
6;7;1;E1-E2-E3-K1-K2-K4;Fb Db F;3;0.33
7;8;1;E1-E2-E3-E4-K1-K3-K4;Rb D B D Bb Db Bb R;8;0.12
4;5;1;E1-K1-K2-K4;Rb Fb R F;4;0.25
5;6;1;E1-E2-K1-K2-K4;Rb L Db Lb R;5;0.20
2;3;1;E1-E4;R D Rb;3;0.33
4;5;1;E1-E2-E3-E4;Bb Lb B D L D Lb;7;0.14
6;8;2;E1-E3-K1-K2-K3-K4;Bb Db L Db Lb B;6;0.33
4;5;1;E2-E3-E4-K1;Rb Ub L U R;5;0.20
5;6;1;E2-E3-E4-K1-K2;B D Bb;3;0.33
6;7;1;E1-E2-E3-E4-K1-K2;D B R R Bb D D Rb Db R;10;0.10
4;5;1;E1-E2-K2-K4;Rb Db L D R Lb;6;0.17
7;8;1;E1-E2-E3-K1-K2-K3-K4;L Db Lb Fb Db F;6;0.17
7;8;1;E1-E2-E3-E4-K1-K2-K3;Fb Db F R D F Db Rb;8;0.12
6;7;1;E1-E2-E3-E4-K2-K4;D F D Fb R D Rb Db Rb;9;0.11
7;8;1;E1-E2-E3-E4-K2-K3-K4;Lb Bb Lb B U B Ub;7;0.14
4;5;1;E1-E2-E3-E4;Ub Fb U U Rb F U F F R;10;0.10
4;5;1;E2-E3-E4-K2;Lb F Lb Fb Lb Lb;6;0.17
6;7;1;E2-E4-K1-K2-K3-K4;Rb B Db Bb R;5;0.20
7;8;1;E2-E3-E4-K1-K2-K3-K4;B Db Bb;3;0.33
4;5;1;E3-E4-K2-K3;Lb Db Db L;4;0.25
5;6;1;E1-E3-E4-K2-K3;Bb D B;3;0.33
5;6;1;E2-E3-E4-K2-K4;B D D Bb;4;0.25
6;7;1;E1-E2-E3-E4-K2-K4;B Fb Fb B Ub F Bb Bb F;9;0.11
2;4;2;E1-K3;Fb Bb Lb B;4;0.50
4;5;1;E1-E4-K1-K3;D Lb Fb Fb L;5;0.20
5;6;1;E1-E4-K1-K3-K4;Bb F D B Fb;5;0.20
5;6;1;E2-E3-K1-K3-K4;L Db Db Lb;4;0.25
4;5;1;E1-E2-E3-K2;L Bb L B L L;6;0.17
4;5;1;E1-E2-E3-E4;Rb L Rb L Ub R Lb R Lb;9;0.11
3;4;1;E1-E3-E4;Bb D B L B Lb;6;0.17
5;6;1;E1-E2-E3-E4-K3;L Rb B B Lb R;6;0.17
1;2;1;K4;Rb Rb B;3;0.33
4;5;1;E1-E2-E3-K4;L Db Lb Bb Lb B;6;0.17
6;7;1;E1-E2-E3-E4-K2-K4;Fb B Fb B U U F B B F;10;0.10
4;5;1;E1-E3-E4-K4;R Db Rb Bb Db B;6;0.17
6;7;1;E1-E2-E3-E4-K3-K4;Bb Lb B Lb Db L D L;8;0.12
7;8;1;E2-E3-E4-K1-K2-K3-K4;Lb D L B D Bb;6;0.17
4;5;1;E1-E2-E3-E4;Rb L Bb Lb R;5;0.20
5;6;1;E1-E2-E3-E4-K2;R F L Rb F Lb Fb Lb;8;0.12
4;5;1;E1-E2-E3-E4;B U Rb U B R R Bb Ub Ub;10;0.10
5;6;1;E1-E2-E3-K3-K4;Fb Rb Db R Db F;6;0.17
5;6;1;E2-E3-E4-K1-K3;Rb D Rb Bb Rb Rb;6;0.17
2;3;1;E2-K4;Lb D L L;4;0.25
7;8;1;E1-E2-E3-K1-K2-K3-K4;L Bb L B L L;6;0.17
7;8;1;E1-E2-E3-E4-K1-K2-K3;R Lb Fb Rb L;5;0.20
5;6;1;E1-E2-E3-E4-K4;D D B Db Bb Db Rb B R Db;10;0.10
5;6;1;E1-E2-E3-E4-K4;Bb Bb F F Ub F F Bb Bb;9;0.11
6;7;1;E1-E2-E3-E4-K1-K2;F R D Rb Fb Db Fb Rb F;9;0.11
6;7;1;E1-E3-E4-K1-K3-K4;Bb Lb Db L Db B;6;0.17
6;7;1;E2-E4-K1-K2-K3-K4;Lb Db F Db Fb L;6;0.17
7;8;1;E2-E3-E4-K1-K2-K3-K4;B Db Db Bb;4;0.25
5;6;1;E2-E3-K1-K2-K4;Fb D F;3;0.33
7;8;1;E2-E3-E4-K1-K2-K3-K4;B Rb B R B B;6;0.17
6;7;1;E1-E2-E3-E4-K1-K4;R Bb D R Db Bb Rb Bb Bb Rb;10;0.10
2;3;1;E1-E4;Lb Rb Fb L;4;0.25
5;6;1;E1-E2-E4-K1-K3;D Lb F F L;5;0.20
5;6;1;E1-E2-E3-E4-K2;Bb Bb D Rb Db Rb Bb D R Bb;10;0.10
6;7;1;E2-E3-E4-K1-K2-K4;Db B R Db Rb Db Bb;7;0.14
7;8;1;E1-E2-E3-E4-K1-K2-K3;Lb Lb Db F D Lb F Db Fb Lb;10;0.10
6;7;1;E1-E2-E3-E4-K1-K3;Lb Rb Lb Rb Ub Rb L Rb L;9;0.11
6;7;1;E1-E2-E3-E4-K2-K3;B Rb Ub Rb Bb Ub B R U R;10;0.10
6;7;1;E2-E3-K1-K2-K3-K4;D Fb Db F;4;0.25
6;7;1;E1-E2-E3-E4-K1-K2;Bb L U Lb Ub Lb Bb U Bb Bb;10;0.10
4;5;1;E1-E2-E3-K4;L B Ub Lb U Lb;6;0.17
7;8;1;E1-E2-E3-E4-K1-K3-K4;Bb D B Lb Bb L B L Db Bb;10;0.10
5;6;1;E1-E2-E3-K3-K4;Bb Ub F U B;5;0.20
6;7;1;E1-E2-E3-K1-K3-K4;Fb R Fb Rb F F;6;0.17
6;7;1;E2-E3-E4-K1-K2-K3;Lb Fb Db F Db L;6;0.17
4;5;1;E1-E2-E3-E4;B L B Lb Ub Lb U;7;0.14
6;7;1;E1-E2-E3-E4-K1-K2;Fb D L F Db Fb Lb Fb Fb Fb;10;0.10
6;7;1;E1-E2-E3-K1-K2-K3;Db L D Lb;4;0.25
7;8;1;E1-E2-E3-E4-K1-K2-K4;R Bb Rb B D B Db R B R;10;0.10
5;6;1;E1-E2-E3-E4-K2;Lb R Fb Rb L;5;0.20
5;6;1;E1-E2-E3-E4-K2;Fb Fb Lb F F Db Lb D F L;10;0.10
6;7;1;E1-E2-E3-E4-K3-K4;L B D Lb Bb Lb Db Lb B D;10;0.10
4;5;1;E1-E3-E4-K3;D Bb Db B;4;0.25
5;6;1;E1-E2-E3-E4-K3;Rb L B Lb R;5;0.20
6;7;1;E1-E2-E3-E4-K2-K3;Bb F Lb Lb B Fb;6;0.17
6;7;1;E1-E3-K1-K2-K3-K4;R Db Db Rb;4;0.25
4;5;1;E2-E3-K1-K2;Fb Ub R U;4;0.25
6;7;1;E2-E3-K1-K2-K3-K4;B Db Db Bb;4;0.25
5;6;1;E2-E3-E4-K2-K3;Lb F Lb Fb Lb Lb;6;0.17
6;7;1;E1-E2-E3-E4-K2-K3;Lb B D Bb L D Lb;7;0.14
4;5;1;E1-E3-K1-K4;Lb B Lb Bb L;5;0.20
7;8;1;E1-E2-E3-E4-K1-K2-K4;B Fb Rb F Bb;5;0.20
6;7;1;E1-E2-E3-K1-K2-K4;L Db Lb Fb Db F;6;0.17
7;8;1;E1-E3-E4-K1-K2-K3-K4;R Db Rb Bb Db B;6;0.17
7;8;1;E1-E3-E4-K1-K2-K3-K4;R Db Rb;3;0.33
7;8;1;E1-E2-E3-E4-K1-K2-K4;Db Rb F D R D Rb Fb;8;0.12
6;7;1;E2-E4-K1-K2-K3-K4;D Rb Db R;4;0.25
7;8;1;E1-E2-E3-E4-K1-K2-K4;Rb B D Bb R B Db R Bb;9;0.11
5;6;1;E2-E4-K1-K2-K3;Lb Db Fb Fb L;5;0.20
7;8;1;E1-E2-E4-K1-K2-K3-K4;F L D Lb D Fb;6;0.17
4;5;1;E1-E2-K1-K2;Db F;2;0.50
4;5;1;E1-E2-E4-K3;Lb Db Fb D Fb L;6;0.17
6;7;1;E1-E2-E3-E4-K1-K2;Bb R R B R B R B Db Rb;10;0.10
0;1;1;;Fb;1;1.00
4;5;1;E1-E3-E4-K2;Db R D Rb;4;0.25
5;6;1;E1-E2-E3-E4-K2;Rb Fb Rb F U F Ub;7;0.14
6;7;1;E1-E4-K1-K2-K3-K4;Rb Fb Rb Rb F R;6;0.17
7;8;1;E1-E3-E4-K1-K2-K3-K4;Bb Rb Bb R Db B;6;0.17
6;7;1;E1-E2-E3-K1-K3-K4;Rb L Bb Bb Lb R;6;0.17
5;6;1;E2-E3-K1-K3-K4;Fb B D F Bb;5;0.20
6;7;1;E2-E3-E4-K1-K3-K4;B Db Bb;3;0.33
4;5;1;E2-E3-E4-K4;Db F Lb Fb;4;0.25
7;8;1;E1-E2-E3-E4-K1-K2-K4;R F D R Db Fb Rb Fb;8;0.12
2;3;1;E2-E4;R Db Rb B;4;0.25
7;8;1;E2-E3-E4-K1-K2-K3-K4;Lb Db L;3;0.33
5;6;1;E1-E3-K1-K2-K4;Fb D D F;4;0.25
3;4;1;E2-E4-K1;B Ub Lb U;4;0.25
7;8;1;E1-E2-E4-K1-K2-K3-K4;F Db Fb;3;0.33
2;3;1;E2-E4;F U Lb Ub;4;0.25
1;2;1;E3;B D Lb;3;0.33
2;3;1;E1-E4;Ub B U;3;0.33
1;2;1;E3;Bb L Bb;3;0.33
4;5;1;E1-E2-E3-E4;Lb Bb Lb B U B Ub;7;0.14
5;6;1;E1-E2-E3-E4-K1;Bb R D R R R B D Bb;9;0.11
5;6;1;E4-K1-K2-K3-K4;Rb Db R;3;0.33
7;8;1;E2-E3-E4-K1-K2-K3-K4;Db B D Bb;4;0.25
5;6;1;E1-E2-E3-E4-K4;Bb F L Fb B;5;0.20
5;6;1;E1-E4-K1-K2-K3;Fb Db F D F;5;0.20
7;8;1;E1-E2-E4-K1-K2-K3-K4;Rb D R;3;0.33
2;3;1;E1-E3;Db L Db B Lb;5;0.20
4;5;1;E1-E2-E3-E4;R Lb F F L Rb;6;0.17
6;7;1;E1-E2-E3-E4-K2-K4;Rb Fb Rb F U F Ub;7;0.14
6;7;1;E1-E2-E3-E4-K1-K3;Db B D B Lb Db L Db Bb D;10;0.10
5;6;1;E2-E3-K1-K2-K4;D Fb Db F;4;0.25
7;8;1;E2-E3-E4-K1-K2-K3-K4;Lb Db Db L;4;0.25
6;7;1;E1-E2-E3-E4-K1-K2;Db R Db Fb D Rb Fb R Db F;10;0.10
5;6;1;E2-E4-K1-K3-K4;Rb B Db R;4;0.25
4;5;1;E2-E3-E4-K1;B L B Lb D Bb;6;0.17
5;6;1;E1-E2-E3-E4-K1;B Fb R Bb F;5;0.20
4;5;1;E1-E2-E3-E4;R D Rb Db Fb Rb F;7;0.14
7;8;1;E1-E2-E3-E4-K1-K2-K3;Fb L D Lb F D Fb;7;0.14
7;8;1;E1-E2-E3-K1-K2-K3-K4;Fb D F;3;0.33
6;7;1;E2-E3-E4-K1-K3-K4;Lb D L B D Bb;6;0.17
7;8;1;E1-E2-E3-K1-K2-K3-K4;Fb D F L D Lb;6;0.17
4;5;1;E1-E2-E3-E4;B L Db Lb Db Bb L;7;0.14
6;7;1;E1-E2-E3-E4-K2-K3;Bb Bb Fb U F Bb U Fb Ub Bb;10;0.10
5;6;1;E2-E3-E4-K1-K4;B Ub Ub Fb Ub Ub;6;0.17
1;2;1;E3;L D Lb;3;0.33
0;1;1;;R;1;1.00
4;5;1;E1-E2-E3-E4;Bb Db B D L B Lb;7;0.14
5;6;1;E1-E2-E3-E4-K2;L R R Ub R Lb Ub L U R;10;0.10
7;8;1;E1-E3-E4-K1-K2-K3-K4;D Bb D B;4;0.25
7;8;1;E1-E2-E3-E4-K1-K3-K4;Rb U Rb F R Ub R U Rb Ub;10;0.10
7;8;1;E1-E3-E4-K1-K2-K3-K4;Db R Db Rb;4;0.25
2;3;1;E2-E4;D Rb Db R;4;0.25
6;7;1;E1-E2-E3-E4-K2-K3;Fb Fb Ub R U F F R Fb Rb;10;0.10
5;6;1;E1-E2-E3-E4-K2;Ub Bb Rb Bb R U R;7;0.14
6;7;1;E1-E2-E3-E4-K2-K3;F Rb Fb Db F R D Fb;8;0.12
4;5;1;E1-E4-K3-K4;Db L Bb Lb;4;0.25
5;6;1;E1-E4-K2-K3-K4;Bb F Db B Fb;5;0.20
6;7;1;E1-E2-E3-E4-K3-K4;D B L Bb Db Lb Db Bb D L;10;0.10
5;6;1;E1-E2-E3-E4-K3;R Fb Rb Ub F U F R Ub Rb;10;0.10
5;6;1;E2-E4-K2-K3-K4;Fb U Bb Ub F;5;0.20
6;7;1;E1-E2-E3-E4-K1-K2;F F F Lb Fb L U L Ub;9;0.11
4;5;1;E2-E4-K3-K4;R Fb Ub F Rb;5;0.20
6;7;1;E1-E3-E4-K2-K3-K4;Bb Lb D D L B;6;0.17
4;5;1;E2-E3-E4-K2;F U Bb Ub Fb;5;0.20
1;3;2;E3;Db L Bb;3;0.67
5;6;1;E1-E2-E3-E4-K1;D Rb Fb Db F R D R F Rb;10;0.10
6;7;1;E1-E2-E3-E4-K1-K2;Db B Rb Bb Db Rb D R D;9;0.11
6;7;1;E1-E3-E4-K1-K2-K4;Fb Rb Rb F;4;0.25
7;8;1;E1-E2-E4-K1-K2-K3-K4;F D Fb Rb Db R;6;0.17
3;4;1;E1-E2-E3;L B D Bb D Lb;6;0.17
6;7;1;E1-E2-E3-E4-K2-K4;Fb B B Fb U F B B F;9;0.11
3;4;1;E1-E2-E3;L Bb L B Lb Lb;6;0.17
5;6;1;E1-E2-E3-E4-K2;Fb Db F D R F Rb;7;0.14
7;8;1;E1-E2-E3-E4-K1-K2-K4;Fb B Rb Rb Bb F;6;0.17
4;5;1;E1-E2-E3-K1;R F Rb;3;0.33
7;8;1;E1-E2-E4-K1-K2-K3-K4;Db F D Fb;4;0.25
5;6;1;E1-E2-E3-E4-K4;R R D B D Bb Rb Db Bb Rb;10;0.10
5;6;1;E2-E4-K2-K3-K4;Lb U B Ub;4;0.25
7;8;1;E1-E2-E3-E4-K2-K3-K4;L Fb Db F Lb Db L;7;0.14
5;6;1;E1-E2-E3-E4-K2;Db Bb Db B Rb Db R D R;9;0.11
5;6;1;E2-E4-K2-K3-K4;Fb L Fb Lb F;5;0.20
5;6;1;E1-E2-E3-E4-K3;Ub R B R Bb Ub Bb Ub Ub;9;0.11
4;5;1;E1-E3-E4-K3;Bb D B;3;0.33
6;7;1;E1-E2-E3-E4-K1-K3;B Db Ub B Db Bb D U Bb;9;0.11
5;6;1;E1-E2-E3-E4-K2;F Bb Lb Lb B Fb;6;0.17
6;7;1;E1-E2-E3-E4-K1-K2;Fb Fb R Fb Fb D R Fb Db Rb;10;0.10
7;8;1;E1-E2-E4-K1-K2-K3-K4;Rb D R F D Fb;6;0.17
4;5;1;E1-E2-E3-K1;R U Lb Ub Rb;5;0.20
4;5;1;E2-E4-K3-K4;D Rb D R;4;0.25
4;5;1;E1-E3-E4-K3;Bb Rb Bb Bb R B;6;0.17
7;8;1;E1-E2-E4-K1-K2-K3-K4;Rb Fb Rb F Db R;6;0.17
7;8;1;E1-E2-E3-K1-K2-K3-K4;L F L Fb D Lb;6;0.17
4;5;1;E1-E2-E3-E4;Fb Ub Fb R F R U;7;0.14
4;5;1;E2-E3-E4-K1;Rb Bb Bb R;4;0.25
6;7;1;E1-E2-E3-E4-K2-K3;Lb Db B Db Bb L D L;8;0.12
4;5;1;E2-K1-K2-K4;Db L D Lb;4;0.25
7;8;1;E2-E3-E4-K1-K2-K3-K4;D Lb Db L;4;0.25
7;8;1;E1-E2-E4-K1-K2-K3-K4;D Rb D R;4;0.25
3;4;1;E1-E2-E4;Lb Db Fb D Fb L;6;0.17
4;5;1;E2-E4-K1-K3;Rb Db Db Bb R;5;0.20
7;8;1;E1-E2-E3-K1-K2-K3-K4;L D D Lb;4;0.25
4;5;1;E2-K1-K2-K4;Lb Db L;3;0.33
4;5;1;E1-E2-E4-K3;Rb D R F D Fb;6;0.17
7;8;1;E1-E3-E4-K1-K2-K3-K4;Db R D Rb;4;0.25
4;5;1;E2-E3-E4-K2;Ub R F Rb U;5;0.20
2;3;1;E1-E3;Db R Fb Rb;4;0.25
5;6;1;E3-E4-K1-K2-K3;L Db R D Lb Rb;6;0.17
5;6;1;E1-E4-K1-K3-K4;B D Bb Db Bb;5;0.20
6;7;1;E1-E4-K1-K2-K3-K4;R R Fb R R F;6;0.17
3;4;1;E1-E4-K3;Ub F L Fb U;5;0.20
5;6;1;E1-E2-E4-K3-K4;Rb B Rb Bb Rb Rb;6;0.17
4;5;1;E1-E2-E3-E4;Bb Fb Fb Bb U U Fb Bb Bb Fb;10;0.10
3;4;1;E1-E2-E4;B U Fb Ub Bb;5;0.20
5;6;1;E1-E2-E3-E4-K3;Rb F F R F R F R Db Fb;10;0.10
6;7;1;E1-E2-E3-E4-K1-K2;Lb Ub F Lb Ub L U Fb L F;10;0.10
6;7;1;E1-E2-E3-E4-K3-K4;B D Bb Db Rb Bb R;7;0.14
5;6;1;E4-K1-K2-K3-K4;R D Lb Db L Rb;6;0.17
